Plataform	Autor_Name	Autor_ID	URL_Image
PIXIV	????	3524455	https://www.pixiv.net/en/artworks/120651741
PIXIV	????	3524455	https://www.pixiv.net/en/artworks/120651741
PIXIV	Miloecute	13819741	https://www.pixiv.net/en/artworks/111782204
